id,review_text,label,cleanlab_suggested_label,cleanlab_corrected_label,cleanlab_label_quality,cleanlab_action
85040,"as expensive this magazine was,iwas very disappointed when i realized it was an british publication. it difficult to read and is unenjoyable.",2.0,,,0.8546902,
85043,"One of my favorites, if you love skiing, this is for you.",5.0,,,0.9991953,
85050,Love this magazine... Great price!,5.0,,,0.99996704,
85053,Really - how should I know since it takes two months for the first issue to arrive!,1.0,,,0.9746147,
85063,"Cancel all three subscriptions. I do not wish to subscribe.

Thanks",1.0,,,0.7066185,
85076,"Baseball America is, hands down, the BEST baseball magazine in publication today.",5.0,,,0.99959385,
85079,Great resource for learning about future MLB players.,4.0,,,0.51853245,
85090,the best magazines Le Journal Du Patissier and the best of best,5.0,,,0.9994066,
85101,"I ordered this a long time ago, still have not received it.  Amazon is requesting a review of the product..  It would be nice if I had it to review.",1.0,,,0.9993262,
85110,not impressed by the publication at all.,1.0,,,0.98375523,resolved
85118,Says over 2 dozen patters per issue but the first issue I got has 16 and the format is terrible as that page only fills 2/3 of the screen. Patterns are mostly nice.,1.0,,,0.75210196,resolved
85120,LOVE IT!  so many spring things to work on,5.0,,,0.9993538,
85123,Great magazine. I enjoyed the articles.,4.0,,,0.9673699,
85132,"for our daughter, she seams to like the magazine a lot and she wants to renew it next year as well.",4.0,,,0.92552423,
85137,It was ordered by accident and cancelled and one copy came I glanced thru it and was  glad that I cancelled it,1.0,,,0.9972646,
85153,Since I live on the Pa /WVborder I thought I would get this Magazine only the cover was different the whole magazine is page for page like the Pa  very disappointed,1.0,,,0.6201439,
85156,DO NOT BUY!!!!!!! PUBLISHER HAS FOLDED AND THE FINAL ISSUE IS ALREADY AT NEWS STANDS!!!!!!!!,1.0,,,0.9960103,
85178,It took so long and I am RATING IT 0%,3.0,,,0.4368862,resolved
85181,"I ordered the magazine last Nov 2014, it's now May 1st 2015 and I have not received a single magazine.",1.0,,,0.9898373,
85198,Their published facts and figures are usually wrong.  Even when I contacted them with the proper data they just ignored me.  It is not a reputable magazine in my opinion.,1.0,,,0.99466753,
85204,Great magazine - good articles but only quarterly (so 4 copies a year),4.0,,,0.9538609,
85212,Received first issue & found it very helpful with my new iPhone !!,4.0,,,0.3658542,
85214,Way to much adds. But I like the information.,3.0,,,0.87263286,
85222,Absolutely love the magazine. Every page I learn something new...,5.0,,,0.9992198,
85228,Lots of ads,3.0,,,0.890247,
85230,"My favorite magazine,",5.0,,,0.9996824,
85241,90% ads. No articles,1.0,,,0.9959204,
85243,Short easy to read articles that keeps me up to date with what is new and on the horizon.,4.0,,,0.99311435,
85244,Still like the publication. Not as practical as use to be.  It is more like Popular Science.,1.0,3.0,,0.2471213,resolved
85259,"Do note that you will not be able to download this magazine to a computer. This also means that if there are patterns, you cannot print,",1.0,,,0.99821687,resolved
85278,I have not recieved my copy yet.  It was supposed to be deliver by aug 1st.,1.0,,,0.9947321,
85297,"Not my taste, and since I live in NYC apartment, not many relevant choices",1.0,,,0.53959334,
85298,So sad this magazine has shifted from gorgeous editorials showcasing really top-end interiors to what seem to be paid advertorials.  Really a shame.,3.0,,,0.41719654,
85301,I just love this magazine!,5.0,,,0.99958384,
85309,"The idea of the magazine is great for nail enthusiasts alike, however I ordered the magazine at the start of December and it still has not come (it is now the end of January",1.0,,,0.8319651,resolved
85310,This magazine is awesome! If you are into nail polish you will LOVE it!,5.0,,,0.9999801,
85314,This is the perfect magazine for the nail polish lover. The trends are easy to understand and incorporate. Tutorials are easy to follow. The pictures are gorgeous.,5.0,,,0.6037137,
85326,Not enough content for the price,2.0,1.0,,0.088792175,resolved
85332,Best magazine for book reviews out there!,5.0,,,0.9985223,
85341,Great product. Worth the $. I look forward to reading it every month.,5.0,,,0.93750274,
85350,DO NOT WASTE YOUR MONEY! Unless you really like to collect rehashed videos from other Avena Lee videos...but why do that?!,1.0,,,0.9682869,
85356,Took a really long time .,3.0,,,0.7036729,
85359,My gift recipient never received magazine.  Very upset and it makes me look bad to my niece and her family.,1.0,,,0.9835583,
85383,A lot of cooking recipes. I was  hoping there would be more.,3.0,,,0.5957699,
85385,"This is jam packed full of very useful stuff - I read it from cover to cover and saved it for further reading when needed.
Well worth every cent!
Lynne Newell New Zealand",5.0,,,0.9970745,
85395,one of the best publications in the business,5.0,,,0.9991636,
85408,Great magazine for girls. Content is age appropriate.,5.0,,,0.69012785,
85420,Love aviation history and I love this magazine!!,5.0,,,0.9996197,
85425,Good read and arrived just in time.,4.0,,,0.9983854,
85452,ess homm piece of junk,1.0,,,0.92019266,
85458,"I ordered this magazine for my husband for Christmas. Placed the order 12/10... well, now it's February and we haven't gotten a single issue.",1.0,,,0.93544024,
85460,"4 Issues is a bit of a stretch. I've gotten 2, Spring 2015 issue was cancelled, who knows about a Summer 2015 issue. I've received more renewal notices than issues.",1.0,,,0.98465025,
85477,Spaniard must!,5.0,,,0.97209567,
85484,Very upset about this subscription. I got a duplicate magazine. They are always behind in mailing currents ones. Thanks Castilla,5.0,,,0.2818218,resolved
85485,"I subscribed to this mag years ago and the standard is dropping sadly with opinionated cookie cutter ""DJ Advice""

Best bet? Join an online forum and ask questions",5.0,,,0.9855728,resolved
85487,Clear writing and thoughtful articles - great reading for anyone interested in contemporary Catholic thinking!,4.0,,,0.83177984,resolved
85489,Good magazine. Great photos! Good content.,4.0,,,0.9995632,
85502,did not download,1.0,,,0.9973613,
85505,Love! Love! Love it! Looking forward to learning more! And I appreciate getting permission to do what I have been doing. ;),5.0,,,0.99208015,
85506,This magazine has been the most helpful for me  in my writing career. I love the helpful articles it holds.,5.0,,,0.99427366,
85507,Enjoying every issue and learning about the various dictates of assigned values.,4.0,,,0.31671327,
85520,"Love this magazine.  There is a lot of nfo and the dogs are adorable.  I bought a product from the ads.

cjo",5.0,,,0.98933506,
85521,Why does Foreign Policy not allow my Kindle Paperwhite in the list of available devices? Does that make any sense whatsoever?...,1.0,,,0.9968663,
85527,"Great reporting, without bias... Objective and honest!",5.0,,,0.8838885,
85538,Enjoy this publication.,4.0,,,0.948771,
85552,A wonderful opening to the world beyond the U.S. A different analysis and perspective.,5.0,,,0.9990468,
85572,"My daughter loves it, can't wait every month to receive it.",5.0,,,0.99978983,
85573,"Like to look through this magazine for styles and makeup, nice.",4.0,,,0.98315066,resolved
85577,Awesome! I get to see the magazine before the hardcopy comes in the mail.,5.0,,,0.99898326,
85584,not that much of iteresting contents.,2.0,,,0.97305334,
85587,Articles you wouldn't expect to see in a magazine associated with technology. Off beat and well researched.,5.0,,,0.53075856,resolved
85592,I tried it but Vanity Fair bores me.,3.0,,,0.48908508,resolved
85596,Thank you for offering the best price anywhere on Vanity Fair.......and the tdy is very handy,5.0,,,0.99842054,
85601,I ordered a renewal. Instead I am now receiving 2 subscription at once.  Conde Nast has done nothing to fix this. I am NOT HAPPY and will cancel.,1.0,,,0.99768096,
85604,not my cup of tea,1.0,,,0.75781107,resolved
85607,Never really got the printed ones in the mail.,1.0,,,0.9944323,resolved
85608,Its alright,1.0,,,0.93800986,resolved
85611,"Did not work at all. Efforts to contact Amazon to get it to work were met with no response at all.

Finally the hard copy arrived.",1.0,,,0.99746966,
85617,What's better than your favorite magazine for a year for that price! and you can have it on your kindle too!,5.0,,,0.98175085,
85618,I have always Loved Vogue!! Great price!!,5.0,,,0.9990697,
85621,i love car and driver my son owns 8 magazines.,5.0,,,0.99746233,
85631,Do not know why anybody would buy it here. Bloomberg web site directly sells it to you for 19.99/year or 29.99/two years.,1.0,,,0.9962538,
85638,"Waited 3 months for First issue.
Received one issue then they stopped coming.

What's the deal?

They need to get their act together seriously.",1.0,,,0.982031,
85644,If you have gluten issues this book helps,1.0,,,0.8387702,resolved
85654,"For the information provided, this magazine is way too expensive. Recording magazine is the best buy.",5.0,,,0.98299396,resolved
85660,My 8 year old niece loves it.  Reordered for her birthday.,5.0,,,0.99941874,
85667,this was a birthday gift for my teenage grandaughter and she really likes it.  Alex loves reading about One Direction.,4.0,,,0.11467314,
85674,Not a very good emag,3.0,,,0.8070195,
85688,I love this magazine.  I homeschool my 2 5-year old twins and the magazine is full of information and ideas.,5.0,,,0.99972844,
85699,A whole bunch of commercials and a couple articles and even less pictures worth looking at.,2.0,,,0.5131898,
85702,I love this magazine and have ordered it for years. It was nice to be able to order it through Amazon. It was a reasonable rate as well as being quick and easy.,5.0,,,0.98553956,
85706,I feel short changed. I don't feel like I'm getting the value of the subscription in the content of the digest. Would not re-order.,1.0,,,0.94440615,
85720,A great magazine for dog lovers,5.0,,,0.9223398,
85722,"if you like dogs,, this is a good magazine.. variety of articles,, from health, care, training,, to stories about people and their dogs.",4.0,,,0.997245,
85741,"I purchased this magazine on January 21, 2007 and it has yet to arrive (May 31, 2007)  It was an expensive subscription that never arrived -- save your money!!!!",1.0,,,0.99929863,
85755,"We have read Historia y Vida since the '70s and it has always kept it's high standards,it is the best historical reading ever.",5.0,,,0.9998075,resolved
85760,Poorly written and basically nothing but advertising disguised as articles.,1.0,,,0.7923899,
85761,Worst magazine ever. Waste of money.,1.0,,,0.9999386,
85769,Love this German Magazine!,5.0,,,0.9998263,
85774,Canceling auto-subscribe failed - was charged for another year anyway,1.0,,,0.9968496,
85775,Never got the issues. Ever. Waste of money,1.0,,,0.9999826,
85810,Always great recipes!,4.0,,,0.9293935,resolved
85814,Love the magazine.  Horrible subscription.,5.0,,,0.99880964,resolved
85817,Total rip off. Auto renewed subscription without any warning.,1.0,,,0.9978125,
85829,"major problems with auto renewal. Did not get Jan-Mar issues. Called repeatedly. Received the April issue today. Hopefully, the problem is now solved.",1.0,,,0.998107,resolved
85832,One of my favorite mags.  Been reading it for years.,5.0,,,0.99996066,
85842,Great magazine. If you like golf  you'll love this plus with the digital edition you get to watch videos of lessons .,5.0,,,0.99779457,
85849,don't like it,1.0,,,0.9595696,resolved
85854,"The Mag can switch up ? , catch your curiosity ....makes worthwhile.",4.0,,,0.8040112,resolved
85874,"I did not enjoy the pictures, articles and ideas. Not for me.",2.0,,,0.8852073,resolved
85880,Didn't want  didn't ask for. Want to cancel. I am an 81 year old woman!  Go away. P,1.0,,,0.9582403,
85881,Where's my digital access? I'm not a happy customer.,1.0,,,0.9310982,
85892,I was never granted access,1.0,,,0.99788094,
85895,I used to really like Self but it seems like they are trying to appeal to a much younger demographic.  I won't be subscribing anymore.,3.0,,,0.9665235,
85896,"Always has something interesting, but not as much as some of my other favorites such as O, and Woman's World.",3.0,,,0.9448446,
85901,Great magazine for the affluent outdoorsman!,5.0,,,0.980977,resolved
85904,Love it...Lots of information!,5.0,,,0.9989558,
85907,just got me first issue and I love it. great mag.,5.0,,,0.9992511,
85932,Doesn't work on older OS iPad :-(,1.0,,,0.9652646,
85949,In 5 months since ordering I have received only one issue.,1.0,,,0.99906635,
85970,Unique mag-interesting articles,4.0,,,0.9828773,
85979,"I was so happy to find this issue, at such a great price, with two of my favorite shows included: Frasier and The Waltons. Thank you for a smooth transaction all around!",5.0,,,0.9998642,
85980,I got this in July and have only got 1.  You suck,1.0,,,0.99077165,
85983,"Unless you are an expert in Cal backpacking - I do not suggest buying this bland, thin, memo like paper.",1.0,,,0.9927498,resolved
85990,"Really nothing
Only adds and very cheap printing
I feel sorry that I have a subscription on that
I should buy food for homeless dogs!!",1.0,,,0.99834484,
85996,articles are not very good,1.0,3.0,,0.21844149,resolved
86015,"Very informative, especially if your 1 to tat down",4.0,,,0.9295815,
86019,"My son waited and waited, it took the 6 weeks to get delivered that they said it would but when it got here he was so dissapointed, it only took him a few minutes to read it.",4.0,1.0,,0.2379393,resolved
86022,This is one of the best publications on the study of ancient Egypt. This is the best way to keep on the latest discoveries.,5.0,,,0.9975077,
86027,This is THE magazine for anyone who loves Egyptology. Filled with great photographs and informative articles. I know of no other journal like it for the layman.,5.0,,,0.98512816,
86031,I purchased this for a friend as a christmas gift.  She loves it! It is an amazing magazine!,5.0,,,0.9994301,
86045,I ingredients not easy to have avalable sorry but not for me,3.0,,,0.8034171,resolved
86058,"This magazine is a fun read filled with a wealth of hunting/fishing intel, stories and tips! I highly recommend it!",5.0,,,0.99811643,
86067,"Great info on the sport and advertisements, too.  Enjoy the articles, like the recent one on Colnogo's history.",4.0,,,0.9804707,
86069,Best Bicycling Magazine I've purchased,5.0,,,0.9985024,
86093,"Meh. By the time you get the paper, the news from the web is old. Why bother?",1.0,,,0.98366535,resolved
86099,it was promised to extend my present subscription.  instead I am receiving two each month  that is unsatisfactory!,1.0,,,0.95832765,
86100,gear bag is a joke....do not subscribe for the bag. The rag is top notch though.,2.0,,,0.8167443,resolved
86106,"It's very good, but could include more buying guides.",4.0,,,0.96894217,
86112,GQ sucks!,1.0,,,0.93800986,
86114,"Recently the publisher has taken to publicly bashing presidential hopefuls.  Their comments are racist and inappropriate, I will not pick up another GQ.  Cancelled immediately.",1.0,,,0.9990351,
86116,Nothing more than Maxim Magazine these days. I wish I had tried Details instead.,1.0,,,0.86314285,
86121,...mostly advertisements and very few pages.  Not like the old days when there were many recipes to try.,2.0,,,0.50625813,resolved
86125,I have been a subscriber in the past and decided to give the magazine another try!!  So glad I did!!!,1.0,,,0.9100374,resolved
86131,Bag is nice quality and the magazine subscription fit it's purpose so..,2.0,,,0.830143,resolved
86140,Ch a red my card but I never received one magazine...,1.0,,,0.62696517,
86145,way too many advertisements.,2.0,,,0.9447965,resolved
86146,Never received gift and magazine folded,1.0,,,0.9820912,
86154,Only worth reading if other people are hoarding tabloid magazines.,1.0,,,0.8343984,
86167,Contained more articles than most magazines. Catered to women...had interesting topics. Layout was done nicely.,4.0,,,0.79261607,
86168,I love this magazine so much. It is so informative. I have done some of the things in the magazine and improved my own health.,5.0,,,0.9963156,
86170,It was okay but over priced,3.0,,,0.9994284,resolved
86174,Love me some Paula!,5.0,,,0.9176379,resolved
86178,I didn't like all the advertising.  Not enough recipes. Not worth the money.,2.0,,,0.7464795,
86187,Hard to change address. Haven't seen an issue yet so apparently still hasn't worked. I will try again and then go back to finding a copy at bike stored every so often.,1.0,,,0.98574245,resolved
86195,I got the report that my young granddaughter dearly loves her first issue of Disney Princess! This was a great gift idea--I love gifts that encourage kids to read.,5.0,,,0.9998176,
86197,While I ordered a subscription for my son I would not know but what I do know is I only received one issue for him since ordering.,1.0,,,0.9662554,
86206,I LOVE this magazine!!!,5.0,,,0.9998182,
86215,Don't waste your money.,1.0,,,0.9998708,resolved
86234,"junk....it has absoltely no value at all.  My son (11)even laughs at all the ridiculous, unintelligent information.",1.0,,,0.96087,
86241,Amazon made it very easy to subscribe to this magazine! Perfect!,5.0,,,0.92954785,
86262,"I can't wait to received the next issue, every single page deserves close scrutiny, so enjoyable and inspiring.",5.0,,,0.16605425,
86266,This is an excellent art magazine. Great for beginners and experienced alike.,5.0,,,0.9980209,
86270,"perhaps a bit more instruction and final pieces, less advertisement?  Still a good rag to peruse.",4.0,,,0.5651893,
86271,I got a free year as a gift.  Found I never read it. I asked several friends if they wanted my copies. Most of them just laughed. Now I throw mine in the trash when they come.,1.0,,,0.9120637,
86275,"It's only $179 a year on the website, this is a complete rip off.",1.0,,,0.99310076,
86277,Just ok.......not too much out of the ordinary!,3.0,,,0.96106315,
86280,I love this magazine. The stories are uplifting and soul searching. Thank you for offering it in a Kindle edition.,5.0,,,0.9997462,
86291,I still haven't received a copy of the magazine yet.  Why does it take so long?,1.0,,,0.99791175,resolved
86293,"Cannot download in Kindle app on phone, Need to cancel or contact kindle team.",1.0,,,0.999282,
86299,great magazine. interesting ideas. great price,5.0,,,0.84791154,
86306,"Not able to open as of Feb. 20, 2016",1.0,,,0.89433116,
86314,If you like the outdoors and cabins this magazine is for you.,4.0,,,0.8577355,
86327,"Great magazine, and I read it upon arrival, and can't wait for the next one. Excellent pictures and stories of wilderness camping and fishing",5.0,,,0.757529,
86345,Beautiful cover. Great content.,4.0,,,0.16877514,
86360,"Ordered this on December 9th and now Jan 25th. I would get my wife to review her gift, but since it still hasn't arrived then she can't. Draw your own conclusions.",1.0,,,0.90608907,
86366,Only for high end users not for the everyday flyer. Way too much on events look who won that type thing.,1.0,,,0.50157905,
86381,"Wonderful, the best watercolor magazine.",5.0,,,0.9988456,
86383,Best watercolor magazine I have ever read ! Great photographs! It covers a great variety of stylesand the articles are very detailed.,5.0,,,0.9896036,
86389,Kurt was/is an icon and I had to have this magazine as a fan.  Item came in perfect condition and anyone who is a fan of Nirvana should get themselves a copy of this.,5.0,,,0.16047755,
86394,Absolutely love this magazine and the make up bag is amazing. It is not cheap it's good thick material easy to clean and great size. Great deal,5.0,,,0.9810635,
86395,"Great magazine, love it!",5.0,,,0.99923235,
86396,Not impressed... cancelled,1.0,,,0.98981464,
86399,"I love this  magazine and when I saw the offer I quickly subscribed!
If it comes out again for the next 6 months I definitely will take it again!",5.0,,,0.91600174,
86403,My brother is the big Steelers fan and he enjoys this a lot.,4.0,,,0.67536706,resolved
86405,Steelers fans deserve better.  Zinio is a digital subscription that takes week's to get.  Horrible.,2.0,,,0.7857414,resolved
86427,This is a wonderful magazine for anyone interested in reefkeeping.  The topics are discussed in depth and the photography is awesome.  This magazine is worth every penny.,5.0,,,0.99985313,
86435,"I am disappointed - I did not receive 3 of the 6
and there is no one to report to

Now I receive a renewal notification and I would not renew
becaust of this.",1.0,,,0.99627936,
86438,I do not like it because it was purchased as a Christmas gift for our grandson and he has not recieved it and it looks like not until March.,1.0,,,0.91695195,resolved
86457,Very good for animal lovers and kids. I love this,5.0,,,0.99252367,
86470,Best astronomy magazine,5.0,,,0.99782956,
86475,I thought this was teen titans with Scooby doo the first magazine arrived and I see no teen titans ?,1.0,,,0.9945229,
86485,"Thought I would get many vegan recipes, but no. This magazine caters to bodybuilders mostly. Very disappointed.",1.0,,,0.69012207,
86489,Not as many vegan recipes as I expected.,2.0,,,0.9679811,resolved
86505,"I love this magazine, but the delivery is irregular and unreliable.  I have yet to receive my August issue (as of August 12th).",2.0,,,0.22189888,
86526,I absolutely love this magazine and have gleaned loads of tips and ideas from it since getting pregnant last year. Highly recommend! And a great gift idea for new mums!,5.0,,,0.9999073,
86532,I have had nothing but trouble getting the magazine. I ordered it for my son and he's only received 3 magazines,1.0,,,0.8539696,
86548,My wife's favorite magazine.,5.0,,,0.99924505,
86551,good article.,4.0,,,0.99582565,
86553,Bad choice for me,1.0,,,0.9233191,
86555,Would not subscribe again!! Too many ads and was not impressed with content.,2.0,,,0.6974876,
86560,Great value for one of my favorite magazines,5.0,,,0.99933404,
86568,The app for on-line access is useless. It keeps rejecting my sign on.  Guess I'll just use the hard copy.  Will not renew this magazine thru on-line.,1.0,,,0.90452826,
86570,Bought this for my mother. Very pleased.,5.0,,,0.3164795,
86579,Magazine is great. Have not received the tote.,3.0,,,0.7018632,resolved
86583,I stopped reading it. It was o.k.,4.0,,,0.46402544,
86584,Waste of money.,1.0,,,0.99966633,
86586,"Honestly, y'all, it's 99% trash and 1% somewhat interesting idea-inspiring articles.",4.0,,,0.9512714,resolved
86588,I hate this app. Every time I download the issue on my IPad most of the pages download blurry and it doesn't download the whole magazine. I wouldn't recommend it.,1.0,,,0.9972359,
86593,"So many great projects, so little time!",4.0,,,0.53355974,resolved
86602,Love it. Will keep after 30 day free trial.,5.0,,,0.97401345,
86613,damaged package and the product was actually damp,1.0,,,0.79395396,resolved
86614,"great issue about a great comedian!  This is a ""must have"" for any Robin Williams fan! Insight into a wonderful sol, gone but not forgotten...",4.0,,,0.5842815,resolved
86624,"I cannot download it and I don""t know why. I usually buy books here and all of them were ok, but now it doesn't work. Can you help me?",1.0,,,0.9854503,
86632,Its not as good as it was in 1980s but there are still a lot of fun puzzles.,3.0,,,0.8175955,
86638,I didn't know it would take four months before my subscription would start.,1.0,,,0.95084375,
86639,needs in to interactive. but isn't. so don't get it.,1.0,,,0.57298595,
86650,"This is the best magazine for sewing with many items, I love it. You just follow instructions. It's easy and fun to make something",5.0,,,0.9995675,
86654,That's a great magazine with great patterns. I've beenusing it for at least ten years already and I always get a lot of compliments on my clothes. Lve it!,5.0,,,0.9828863,
86655,I thought I was purchasing a print magazine subscription and not the online version. Don't waste your money.,1.0,,,0.99424756,
86660,only the 1st 2 issues arrived. I didn't get August issue,1.0,,,0.9473779,
86667,Love the magazine wired and super happy with snail mail and electronic version.,5.0,,,0.9967649,
86673,"Good magazine, plenty of recipes and good ideas.",4.0,,,0.997777,
86680,This is a pretty mediocre publication.,1.0,,,0.8621125,resolved
86681,Husbands favorite. Also makes a great gift!,5.0,,,0.9994428,
86693,No bag...no magazine. I am still waiting.,1.0,,,0.9525795,resolved
86701,I love the Wired magazine. Challenging article,5.0,,,0.99819756,
86706,"good magazine, good art, bad parent company.",4.0,,,0.99681187,
86721,Great magazine with super recipes.,5.0,,,0.37871665,
86728,"I got the tote and I get emails, but I have not gotten a magazine.",1.0,,,0.51057076,
86736,great writing; worth the money.,5.0,,,0.5432769,
86747,Love this magazine. Easily was able to update my subscription.,5.0,,,0.99962175,
86759,"Poorly written. Not supposed to be a politically driven magazine, unfortunate.",1.0,,,0.93499595,resolved
86761,"I only received 5 issues. $1 for 5 issues isn't such a bad deal, but still, I didn't get what I was promised.",1.0,,,0.9332769,
86765,Wonderful insightful magazine with so much to offer the reader.,5.0,,,0.9992031,
86776,Can only get digital on I pad. I have a nook that uses google play and my cell is android. Can't get on either.,1.0,,,0.99073124,
86777,My FAVORITE magazine ever! I look forward to each new one,5.0,,,0.99942327,
86783,Love everything Food Network!,5.0,,,0.9989097,
86787,"I received the copy in the mail, but I don't get the digital version like promised.",1.0,,,0.96469855,resolved
86795,The tote bag sent was not as shown. It was a tiny bag that can barely fit a copy of AD.,1.0,2.0,,0.12889838,resolved
86796,I never received my tote.  I already had and AD subscription and thought this would just extend it but now I get 2 copies of the magazine.,1.0,,,0.8901525,
86804,I purchased this for my son and he loves it!,5.0,,,0.9996791,
86818,So many great tips and ideas!,5.0,,,0.33644426,
86825,"Lots of good info on health, diet, and living a healthy life.",4.0,,,0.98674953,
86839,I love it and all of the ideas I get.,5.0,,,0.99674404,
86854,"Love it, but they stopped coming after first three issues. ",3.0,,,0.9027754,
86860,Love these magazines.  I cant always find them on the newsstand so I subscribed.  Looking forward to receiving them in the mail.  So much fun.,5.0,,,0.9924281,
86862,"I loved this magazine at first, but dr. Oz has embraced way too much new age thinking... Yoga practices, zen etc.
done with it.",3.0,,,0.9687466,resolved
86870,Love Dr. Oz! Love the Magazine!,5.0,,,0.9992118,
86876,Not as meaty as the Running magazine.,1.0,,,0.8630854,resolved
86881,"Great magazine.  My wife loves it and pricing was competitive, but you can sometimes get a better price on the web",3.0,,,0.5052454,resolved
86889,Print is too small....very annoying!,1.0,,,0.69806004,resolved
86891,I love this magazine! Digital edition is awesome!!!,5.0,,,0.9999896,
86893,My children love this,5.0,,,0.9997977,
86900,Never got the magazine.,1.0,,,0.99722844,
86905,FAVORITE MAGAZINE,5.0,,,0.9980145,
86909,I cancelled my  subscription  twice and they keep charging me very disappointing.,1.0,,,0.99750316,
86914,Okay magazine. Need to research some of the advice though.,3.0,,,0.91878617,
86915,I love this magazine. Every page is full of great ideas and easy to implement diet suggestions. The recipes are amazing!,5.0,,,0.99995327,
86922,I enjoy his advise. I get excited to see each issue comng,4.0,,,0.97737956,
86935,Good Magazine. Not A Fan Of An Automatic Renewal.,3.0,,,0.52670354,resolved
86936,I will always have a subscription to this magazine.  process easy.  Love it.,5.0,,,0.99860716,
86937,Got one magazine and never got another one ever again. 2 years later I see I'm still being charged. This is why the magazine industry is dying. It just doesnt work.,1.0,,,0.99265623,
86938,No it doenst. I really don't like magazine update. It seems more like an app not as a digital magazine used to be. I prefer the older one.,2.0,,,0.8240116,
86942,was not notified of auto renewal would have stopped it,1.0,,,0.9932776,
86945,I didn't want to renew and this just came.,2.0,,,0.30955192,resolved
86946,Renewal wanted twice the price from last year so I cancelled.,1.0,,,0.95638645,resolved
86948,"I love this magazine! But, it asked me how I rate the renewal. I hate that I have to pay double as a current customer! Why do I have to pay $30  and new subscribers $15?",1.0,,,0.82364386,resolved
86957,Order it every year for my mom for Mama's Day... She loves it!,5.0,,,0.9969616,
86960,"I love this magazine!  The photography is beautiful, they use high quality paper, and I fully enjoy this magazine.  I can't wait to get my next issue!",5.0,,,0.9987665,
86968,It did not download.  I ask for a refund but to date that has not happened.,1.0,,,0.9891502,
86971,No stars because I can't access my digital copy as indicated on-line.  Not impressed.  Rip off!!!,1.0,,,0.9991288,
86975,I did not request that my subscription be renewed and do not want an automatic renewal again.,1.0,,,0.99283683,
86977,Nice upbeat magazine- light reading,4.0,,,0.82667184,
86978,"No longer meets my satisfaction.
Wish to cancel tnis subscription before delivery.",1.0,,,0.9971515,
86984,It isn't really what I expected. Please cancel.,1.0,,,0.9078745,resolved
86993,"102 days, (more than 14 weeks) no magazine",1.0,,,0.8792895,
86994,"It's a Highlights magazine, they are perfect. The kids love to read the stories and solve the puzzles. This is something I consider an investment, and I am happy I made it.",5.0,,,0.9996074,
86998,"We have been subscribing to this magazine for several years and it is definitely our favorite.  Beautiful photography, poetry, and a wealth of history.",5.0,,,0.99101925,
86999,"This magazine is a wonderful slice of all kinds of english activities both past and present. The pictures of flowers, gardens, people and places are simply wonderful.",5.0,,,0.99888587,
87015,Not what I expected. Would like to cancel it,2.0,,,0.4220643,resolved
87017,Love my magazines on demand,5.0,,,0.999334,
87019,Way too many ads. I feel like they are just recycling articles from when I was in high school and college.,3.0,,,0.59786224,resolved
87020,Girlfriend loves these,5.0,,,0.9992801,resolved
87021,My wife has always loved Cosmo and been a faithful subscriber.  Even after all these years it always makes her day when her new edition arrives in the mailbox.,5.0,,,0.9212439,
87023,Got a subscription for my girlfriend at the discounted Amazon rate. Had no problems with the subscription. She loves it!,5.0,,,0.92047495,
87032,Never got all access. Only the print copies,1.0,,,0.9984305,
87048,It is a continuous gift for our Mom.  She has always loved this magazine.,5.0,,,0.93544024,
87049,"It's okay, but I'm a little out of the age range it is trying to reach.",3.0,,,0.9975364,
87051,"I subscribed for the combo subscription also, but have not ever received any info on the digital version.  I thought it was included.",1.0,,,0.94456315,resolved
87053,Appear that you would have online access but you don't its another $20!!!,1.0,,,0.9416814,
87054,No access to much if any information with digital version of the magazine. Waste of money and time. Do not buy!,1.0,,,0.98908836,
87057,Very disappointing no access to web and very misleading on the digital capabilities,1.0,,,0.97864866,
87061,received tote - nice --- but NEVER received any magazines!!!,1.0,,,0.83133465,resolved
87063,Have read this magazine for over 50 years. Well worth the price!,5.0,,,0.535311,
87066,Good overall coverage but could use one or two extra stories on professional Lacrosse.,3.0,4.0,,0.23209035,resolved
87071,I thought it would be a better publication.,3.0,,,0.43455175,
87076,It took sooo long for the first issue to arrive I forgot I ordered it! Way overpriced for the subscription . Stay away from this investment,1.0,,,0.8489914,
87085,It is non-partisan and very informative of the week's major news stories.; I have been getting this magazine for 6 years now and truly love it..  Great articles and stories.,5.0,,,0.99910927,
87093,"received 3 issues and then none, zero, nada.",1.0,,,0.9862553,
87101,The digital version is only available on iPhone and iPad.,1.0,,,0.88260883,
87106,Very displeased !,1.0,,,0.576556,
87107,This is a good magazine.  My only problem is that  some of the print is small and the ink is very light which makes it difficult  reading for someone with vision problems.,4.0,,,0.9806447,
87110,I love your magazine!,5.0,,,0.9988353,
87117,Never received my bag!  Love the magazine,3.0,,,0.07415953,
87120,Best everr!,5.0,,,0.99687576,
87123,great magazine and great delivery,5.0,,,0.84277844,
87124,"Too small for the phone and can't view it in my kindle on my pc. For some reason it doesn't sinc and is missing.
Waste of money on my part.",1.0,,,0.9193783,resolved
87127,Still cannot access account. Very disappointed. Wish Amazon or publisher would make this right for me.,1.0,,,0.9991025,
87129,"Can't figure out how to access it.  No directions ever came.  Nowhere to be found on ""Manage my Kindle"".  Good price for a print subscription, but I didn't want that.",1.0,,,0.9555816,
